ID,review,label
816,bila shuba iss waqt bhuto kay istafay say pori qaum ko sadma hua aur na sirf ayub khan ki amriyat bai naqab hui balkay awam kay jazbat ayub khan kay sakht khelaf aur bhutto ko mazloom qarar day ker un kay haq mein ho gaye chunanchay jab bhutto larkana jatay huye lahore railway station say guzray to un kay maddahon naray ki aik kasir tadad station per moujood thi,Negative
817,pehle nae thi elm main baatain ab ap ne bataien hain in raaton ki ehmiat tu bilkul nafl tahajud zaroor parhen ge,Positive
818,yaar end me to kl arsal ki saans rukii rhii or aaj merii bs allah mian plzz jiya bdtameez ko b muhabbat ho jae arsal se and that was to funny jb shehry gaari se bhaag gyaa or kanza manhoos maari pe muje bht ghussa h jiya ki pics pharne pe,Negative
819,bht maza aya ajki episode dekh ker,Positive
820,halaat bta ry en uske,Negative
821,awaam chuss ly re bus,Negative
822,bachi check kr yaar,Negative
823,ap to hero ho autograph do na 😂😂,Positive
824,besti ni ho gai 😁😂,Negative
825,quaid e azam mohammed ali jinnah sir sultan mohammed agha khan mian mohammed shafi shafa’at ahmed khan air sir sahabzada abdul qayyum bhi is tehreek mein pesh pesh the,Positive
826,masha allahallah pak hakeem shb ko hamesha happy or tandrust rakhay or khairay or barkatay ata fermay,Positive
827,pata nai,Negative
828,anty uncle ko kehna zra😉😁,Positive
829,jis ne magrib ki namaz tark ki usko olaad se koi faida na hoga,Negative
830,billo kholy ge nawa katta,Negative
831,not a big issuemedia chawlen marta hae,Negative
832,hahaha dear proper dupata kr lo very good video,Positive
833,mai b sirf shadi kanry ki waja say imran khan ka sat dey raha hun,Positive
834,boy inoxant tera wala scene raat ka u knw,Negative
835,wrong figures aur knsa teer mara ha kah do yeh b nun league ka happiness project ha,Negative
836,sad reacts onli (:,Negative
837,patwari logic use kar rae h tu,Negative
838,ao un k gunah kum krty hain 😂😂😂,Positive
839,skht lanat beta g ap py,Negative
840,concept tou bara acha hai bas agar quality bhee waisi hoo tou bohata cha hota mein itna satisfied nai hoon kiunkay chian ki qualty tou hai hee low lekin pendants bhee itne mazedar nai lagaya aur size mien bhee thoray chotay lagay pehnnay huay tou hain lekin quality achi na honay ki wajah se mein agay kissi ko de nai sakta,Negative
841,hahhahahahha me bhi bolti hn rk,Positive
842,musharraf aamriyat ne jaali aur be bunyaad muqaddamaat bana kar unhe jail mein daal diya,Negative
843,shehar mein mqm k markaz par chahpay k baad mukhtalif elaqon mein petrol or cng pumps bund hona shuro,Negative
844,islam musalmano k ilam ka naam nhe un k amal ka naam hy yani islam bolny wali baat nhe karny wala kaam hy,Positive
845,hahahha sumbal ki bari tareefein krti the yr wallah aur tm logo k section ki bhe hm logon ko kehti the tm log nikmmey ho,Negative
846,bhai jahil hain aap,Negative
847,hum apnay matches saray jeet jayay achay margin se or baqi teams k matches bariish ki nazar ho jayay,Positive
848,kart pr tola rupe ka hogia mazeed kami ka imakan,Positive
849,agle saal british open ke semi final mein unhein shikast kha ker apne izaz se dastbardar hona para,Negative
850,masha allah bhut khobsorat lagrhi ho allah apko hamish khush rakhi,Positive
851,sab se pehley bowlnig kiya karoo,Positive
852,kia ye hony wala hy k pesa ho to sary gunnah maaf,Negative
853,guzishta kuch arsey se shahid afridi ki bating kuch gehna si gai hai,Negative
854,jis ki wajah se benul aqawani satah par ranking behtar hone ke imkanat madom ho jate hain,Negative
855,ya log ni smjhyn gypml n zindabad,Negative
856,hahahhahahhaha nae yrr tujhy toh pta ha me masum si bachi hun!!,Positive
857,jo is se qabal film heer aur ishq laila ke shahkar geeton ki wajah se suf awwal ke singer ban chuke the,Positive
858,lala great men,Positive
859,or ye jo bol rai na isko tu sawal b nai parhny aty istri wlai maseel,Negative
860,musalmanun ki ghairat maari gayei haih,Negative
861,kasam say xd yar ab healthy khana h 😂,Negative
862,motor cycle ki rupay or car ki rupay parking fees hai,Negative
863,rafaa aama muslim league aur barresagher ki taqriban tamam tehreekon mein inho ne bharpor hissa liya aur aakhir muslim league ke he rahe aur nazariya e pakistan ke liye apni tama tar tawanaiyan waqf kar deen,Positive
864,ya wo hai jin ko dakh krr allah yad aty hn,Positive
865,bol he diya aapne aaj,Negative
866,mashallah quaid e muhtrum sada slamt rao,Positive
867,educators job k ly registration k waqt agar password bhol jy to login k ly kya krein kindly help,Negative
868,bushra ansari ne har umer ke role adaa kiye hain jin mein young udherh aur old age sab he shamil hain,Positive
869,allah pak hamain apni tamam makhooq ki khidmat krne ki toufeq de aamen,Positive
870,hafeez jullandhuri ki shaiyri ki teesri khobi is ki ghanaiyat hai,Positive
871,humen child labor ka khatma karna ho ga aur main aik tehreek ki soorat mein isi maqsad ke liye kaam kar rahi hon,Positive
872,is tarha se is nakamion k silsilay k baad sentec ki kahani ka ikhtitaam () hota hai,Negative
873,bara khubsurat braclet hai qeemat kay hisab sey agar dekha jaye tou quality bhi achi hai aur pehnay mein bara acha lagta hai,Positive
874,stupid,Negative
875,general zia ul haq ke taweel marshal law mein wo apna koi mustaqil siyasi raasta na chunn sake,Negative
876,ku k aj kal online shoping fake hoti ha,Negative
877,iqra aziz and frhan saeed kya acting ki hai sab bus jamshaid g buht bury lgty hn mjy,Negative
878,pervez musharaf ne aik bar phir judges ko naya half uthane ke liye kaha,Negative
879,zabardast yrrrr ye billo bandriii bohat he wo hai fasadan cute b hai,Negative
880,hahah bari khoobsurat saza hai,Positive
881,bushra ne sab se pehle iqbal ansari ke aik drama mein acting ke johar dikhaey,Positive
882,makanat tabah nd ko nuqsaan poncha,Negative
883,agar in ki jaib mein train ka ticket hota to wo delhi wapis ja chuke hote aur aaj hum shayad kisi king khan ke naam se aashna na hote,Negative
884,mohammad hafeez: meri ray ke mutabiq kheelon ko siyasat se alag rakhna chaheye bharti league mein humare siwa pori duniya ke cricketers kheel rahe hote hain is mein pakistani khilariyon ko bhi moqa dena chaheye kai baras se esa ho raha hai ab board masle ka hal soche ipl mein muqable se bharpor cricket hoti hai duniya ke maroof khilariyon ke sath aap ko dressing room share karne ka moqa milta hai kolkata knight raiders ki janib se hissa leya to ricky pointing aur sorove gangoli jese seniors ke sath the un se player sekhta bhi hai bari tadad mein crowd ki mojudgi kheelna ka lutf barha deti hai mujhe chance mile to event mein shirkat kar ke khushi mehsos karon ga,Positive
885,zahir hai kharab condition hone ki wajah se is mein training aur practice ka koi faidah nahi hai,Negative
886,pemra complain ki hum kuch friends nesirf tension na lein practicaly khud kuch krne se hi ho ga,Positive
887,to mere e khyaal ka maan rakh chal shabash,Positive
888,mein wasim akram ki mulaqat australian khatoon shaniera thompson se hui aur baras bad wo shaniera ke sath shadi ke bandhan mein bandh gae,Positive
889,isse pehle ke maa appna dukhra tafseel se sunati marhoom mohammed ali sare muamley ki teyh tak pohanch gaey,Positive
890,ha ha ha maza aa agaya,Positive
891,but pehle inn bachoo k parents ko pekra jae jin ko tarbiat krne ka pta nhi aur phir sara ilzaam doosroo prplease pehle apna asp theek krna ho ga,Negative
892,ansar burney wazir mein banney wali nigran hukumet mein ansar burney wazir bhi rah chukey hain apni wizaret key dauran unhon ney kae aisey faisley aur iqdemat kea jinhain baz halqon ki taref sey saraha gea aur baz halqon ki taref dey tanqeed ka nishana banaya gea,Negative
893,sadar e mumlikat ke uhde ke leye wifaqi dar ul hukumat aur charon subon mein hone wale election mein pakistan muslim league aur itehadi jamaton ke mutafiqa umeedwar justice (r) muhammad rafiq tarar bhari aksariyat se sadar mutakhib ho gaye,Positive
894,tareekh adab siyasat nafsiyat aur shikar ke har mauzoo par maharat rakhte the,Positive
895,"hahaha ap tu bhot ""masoom"" hain 😂😂",Positive
896,yr maaf krdy mujje :|,Negative
897,rashid minhas ki salahiyaton ko jila bakhshne mein in ke taya abdur rasheed ka bohat barha hath hai,Positive
898,ya sb bik gaye hain,Negative
899,in ki seet makhsus honi chahye,Negative
900,iss moqa par unhon ne kaha “kash allah tala mujhey pakistan ke iss almiya se pehley hi iss duniya se utha leta”,Negative
901,sharaf al haram,Negative
902,roze ka ehtram krna chaye public m tarif krwae tw dhnki krwae,Negative
903,peechey logoon ko dekh kaisey mazay ley rahay haan donoon key,Negative
904,kuttay mar ja hram khor mar de isay to,Negative
905,unho ne bhi ase hi haas rahy hona agye se besharmo ki trha,Negative
906,sanme jaan ap ka pic bat acha hai im dil,Positive
907,aap apna nambar do mojza hazrat mohammad ka wal mubarak yemire nambar wazeer abbas,Positive
908,kya pta wo zinda ho ajeeb bat hy jism se rooh kaza ho jati hy beshk shaheed ho kch der k liye to jismani tor pr murda hi hoty hain uska hand move hona to us k asli mai zinda hony ki nishani hui kya usko investigate nai kia gya us k bad,Negative
909,albatta doston ki mehfilon mein gaya karta tha,Positive
910,bol rhi itni khubsurat sarkey hein hmarey bacho ko dekhna nasib hui,Positive
911,i dam bakwas jo pic me he wo nhi mily ga neck size kafi bara he low quallity cloth same colour bhej diye,Negative
912,orangi town sec me firing se shaks janbahaq,Negative
913,iss liye in ko miandad ka sath le kar kamiyabi hasil huwe,Positive
914,sirf yeh nahi her uss morning show ko band karo jis main her waqt yahi fazuliat chalti han bashamoul shadiou ky wahyat functions,Negative
915,bht ghatia product hae very bad even not working little but total waist ghatia tareen product hae please apny pese waist na kryn,Negative
916,mainay kaghaz per bhi bana kar dekhin aankhain uski,Positive
917,achi chwal thii,Negative
918,idhr sy sekh lo jitna sekhna h deen k bary men ye buhat he bara aalime deen h,Positive
919,alhumdulilah asu psnd nh meri,Positive
920,agar fair elections hongay na toh na pata chalega pmln kahan gayi na pata lagega ppp kahan gayi,Positive
921,namaz e fajar hamari khobsoorti mein ezafa karti hain,Positive
922,yar bot tailing ho gaye ha dramey kia ab bus bore ho gaye hen end ker doo abbbbb all the fun part is gone and frustation only is in,Negative
923,munasib tadat mein deyanatdar bakirdar aur khuaf e khuda rakhne wale judges ki kami hamesh hi aik masla rahi hai lekin aj kal jo kuch ho raha hai i sne pore nizam e adal ki choleinholadi hain aur awam ka etemad adalaton se uthta jar aha hai,Negative
924,allah thaallah ham sab p rahem farmay ameen suma ameen,Positive
925,isky sath skin polish free trial pack bhi mila hy,Positive
926,bht hi level,Positive
927,saat m mare ge thik 😘😍,Negative
928,fake h ye m ne b order kiye ty,Negative
929,thank you for your support we will win next year inshallah,Positive
930,princes charles se august ko baqaidah talaq ke bad wo jitney arse zindah rahein is doran yake bad degare do mardon se un ka taluq khatir istawar howa,Negative
931,adaalati pabandi k pesh e nazar security idaro ne altaf hussain ki tasveer walay boards utaar diye,Positive
932,hahaha nawaz shaeef ka paisa pakra giya,Positive
933,dua ki darkhuast hai,Positive
934,begharti,Negative
935,krty rhna chye bndo ko yad rhta ha,Positive
936,yaa bhai loota hai,Negative
937,bare bhai aftab alam bare umdah cricketer the,Positive
938,allah salamti dy allama sab ko,Positive
939,lol namoona nai anmol 😍,Positive
940,ia cokolary,Negative
941,marne se mah qabal bemari shidad ikhteyar kar gayi aur wo koma mein chale gaye,Negative
942,mashallah tabarakallah hazrat g allah ap ko jazay kher de ameen,Positive
943,ya tu ham logon ku khud muqabla karna ho ga,Positive
944,chunan chey woh doston ki narazgi ko khatir mein na laey aur yun’film arts’ ka sheraza bikhar geya,Negative
945,allah hum hadyat de,Negative
946,hazrat g dua farma dyn mary meri famli k liy,Positive
947,mein hi release hone wali film “hum aapke hain koun” block buster sabit hoi is film ke hisse mein kai awards bhi aaye,Positive
948,aunty achaa khel gai hai,Negative
949,allah meri behno k nasib khair k sath khol dy ameen,Positive
950,panchween aur faisla kun set mein azam khan ko bahat iehteyat beratna pari aur apne tamam tajurbe ko barue kar lana para,Positive
951,bura man jaye ga bechara :d,Negative
952,mashallah mubarak ho treen sb,Positive
953,bilkul sahekoi bhi in k parents ko blame nhe kr rahaunfortunately un ka kam yahe haim just surprised at people who attended and participate such shows,Negative
954,tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene ab tmhari b aari birthday unka b krungi😚😚,Positive
955,mery walidain moqadma jeet jay or allah hamary band rastay khair k sath khol dy ameen,Positive
956,mein world junior championship jeet ker jansher ne yeh andya de diya tha ke jeb jahangir ke baad bhi squash ki duniya mein pakistan ki position number one hi rahe gi,Positive
957,mujhy apny program me invite kren main in idaron k khilaaf rishwat k proof pakidtaan k awaam ko dikhana chahata hn,Positive
958,colours wagera tou sahee hain lekin material who nai hai jo bataya gaya tha likha hua cotton hai aur material jersey/banyan wali deliver hui hai aur itna pasand nai aaya lekin overall item sahee hai istemal mein bhee atee hai,Negative
959,ye ibteda mein un ki training ka hi natija tha ke mujhe un se bohat kuch sekhne ka moqa mila aur apni karkardagi ko behtar banane mein kamyab rahi,Positive
960,beshak reality is k ber akas h lekin is video ne aik acha msg dia h,Positive
961,khoti niazi bakwas kertey huay,Negative
962,mc coca cola tu pilaa dee,Negative
963,es ptrol esi p dal kr esko aag lga du,Negative
964,oooppss to phle bolti na dash mjhe lga meri pysri dost mere liye soch rhi hai 😂🤣 chal tu rakh lena😁,Positive
965,bijli raat say ghaib,Negative
966,hazrat sahib please merry nachoon kay lieay dua karwa dien,Positive
967,fojiyon ne un par fire khol deya,Negative
968,bakar quality ha sweatshirts ka bajaya yah t shirts sa bhi halka stuf ha bilkul low quality or size ma na medium manga tha seller na large send kia ha gis ma sa ek ma dirt spot ha or ek ma misprinting hoi ha,Negative
969,allah rab ul izzat ubqari idary aur hakeem tariq mehmood sab ko es eid ki barkatain aur karoron khushiun se nawazy aur apni hifz o amman main rakhy ameen sum ameen ya rab ul aalameen,Positive
970,zulfiqar ali bhutto bohot achchay moqarir thay cricket bhi khaltay thay aur tulba ki siasat mein bhi hissa latay thay,Positive
971,dosra tum sey karli,Positive
972,lanut randi ka bacha,Negative
973,slim logo k lie fit hai,Positive
974,inshaallah wazer e khazana ap hun gy,Positive
975,main in columnon mein urton ke masail aur un ka hal batati thi,Positive
976,bs aise hi shokiya,Positive
977,zeba begum ne guzishta roze apni rehaiyshgaah par karachi ki film and tv journalist association aur lahore ki cultural journalist foundation ke wafood se mulaqat ke dauran bataya ke apni zimmedari ko imandari ke sath nibhaongi,Positive
978,hahaha so true,Negative
979,salman khan ki zindagi par agar tairana nagah bhi dali jaye to ye andaza bakhobi ho jata haike bazahir chulbula sa nazar aane wala shakhs behtareen entertainer hone ke sath sath apne sene mein aik nihayat hasas aur dard mand dil bhi rakhta hai,Positive
980,kia kia jae kon sacha ha allah jany pak kese bdl sakta ha i think nsl to ase e guzr jain gi bd me koi hua to pta ni,Positive
981,allah dr afia per reham karay or un ke madad farmay,Positive
